id,prediction
5000,1.654375918865162
5001,1.7377133642597298
5002,1.7298036083148018
5003,1.7426418712051952
5004,1.636675026761768
5005,1.7842743044080958
5006,1.644417010590975
5007,1.745381671882825
5008,1.760839011289932
5009,1.65067529421412
5010,1.650317307958773
5011,1.6569508295654896
5012,1.7387473553131894
5013,1.675009707924231
5014,1.6469919212913025
5015,1.7223767490135393
5016,1.623032745564763
5017,1.6473499075466496
5018,1.634475354045012
5019,1.6632263649168593
5020,1.6528922186591004
5021,1.656217605326571
5022,1.6661592618725338
5023,1.6292910291879084
5024,1.6551091431040807
5025,1.7568237712370098
5026,1.6547339051205092
5027,1.7674733278595676
5028,1.632974402110726
5029,1.7368000973671864
5030,1.6163992239580465
5031,1.7549972374519232
5032,1.6499593217034259
5033,1.6385167132231768
5034,1.7482421967213713
5035,1.7512234457208338
5036,1.6717015729849847
5037,1.7482421967213713
5038,1.7356453821528106
5039,1.64956683199163
5040,1.662117902694369
5041,1.7366793732062702
5042,1.766439336806108
5043,1.6322584296000318
5044,1.7577370381295532
5045,1.6436837863520561
5046,1.6422000861459947
5047,1.6455254728134652
5048,1.7710056712688245
5049,1.653625442898019
5050,1.6499420699752014
5051,1.7366793732062702
5052,1.7547557891300907
5053,1.7722811106441168
5054,1.6764934081302927
5055,1.7404531649373598
5056,1.7347321152602673
5057,1.7472082056679117
5058,1.7335774000458914
5059,1.643666534623832
5060,1.6064575674120836
5061,1.6724347972239033
5062,1.7560312285053827
5063,1.66946739681178
5064,1.733026305636097
5065,1.6496013354480787
5066,1.6798015430695388
5067,1.670968348746066
5068,1.6340828643332161
5069,1.6433085483684848
5070,1.759684296075556
5071,1.7462949387753683
5072,1.650317307958773
5073,1.7386266311522731
5074,1.6540006808815906
5075,1.7539632463984636
5076,1.766439336806108
5077,1.747328929828828
5078,1.7470874815069954
5079,1.7368000973671864
5080,1.6510505321976916
5081,1.6422173378742189
5082,1.656217605326571
5083,1.6658012756171867
5084,1.7260298165837125
5085,1.6539834291533664
5086,1.7186029572824497
5087,1.6609921887436545
5088,1.6503000562305485
5089,1.7710056712688245
5090,1.7577370381295532
5091,1.6481003835137926
5092,1.7613901056997263
5093,1.680910005292029
5094,1.7594428477537234
5095,1.7327848573142643
5096,1.7570652195588425
5097,1.7817759520522987
5098,1.6341001160614406
5099,1.6694846485400043
5100,1.613073837290576
5101,1.7666807851279407
5102,1.6241412077872535
5103,1.765163897430816
5104,1.6886519891212357
5105,1.7617522781824753
5106,1.658417278043327
5107,1.644417010590975
5108,1.7969918431375729
5109,1.6845933782148466
5110,1.6447922485745465
5111,1.6532502049144477
5112,1.7605975629680992
5113,1.742521147044279
5114,1.64956683199163
5115,1.7655260699135646
5116,1.6385167132231768
5117,1.655467129359428
5118,1.7560312285053827
5119,1.756944495397926
5120,1.6517837564366102
5121,1.6528922186591004
5122,1.768386594752111
5123,1.6418420998906473
5124,1.678317842863477
5125,1.6484583697691397
5126,1.74215897456153
5127,1.7455023960437415
5128,1.7329055814751808
5129,1.7300450566366345
5130,1.644417010590975
5131,1.6495840837198543
5132,1.6569508295654896
5133,1.7539632463984636
5134,1.7490347394529984
5135,1.6569508295654896
5136,1.7643713546991888
5137,1.6750269596524554
5138,1.7364379248844375
5139,1.733026305636097
5140,1.6510505321976916
5141,1.7528085311840877
5142,1.7387473553131894
5143,1.6580592917879797
5144,1.647725145530221
5145,1.6709510970178416
5146,1.6602762162329603
5147,1.7557897801835503
5148,1.7375926400988135
5149,1.6329916538389504
5150,1.6403583996845859
5151,1.7617522781824753
5152,1.7838439341592178
5153,1.6344581023167877
5154,1.6407336376681574
5155,1.737834088420646
5156,1.6425753241295662
5157,1.6735260077181693
5158,1.6606342024883074
5159,1.6731507697345978
5160,1.746174214614452
5161,1.6842353919594995
5162,1.651067783925916
5163,1.6654260376336152
5164,1.7570652195588425
5165,1.7501894546673742
5166,1.730958323529178
5167,1.6661765136007582
5168,1.670217872778923
5169,1.7433136897759058
5170,1.7249958255302529
5171,1.6285578049489897
5172,1.7319923145826375
5173,1.754876513291007
5174,1.7433136897759058
5175,1.626716118487581
5176,1.7374719159378973
5177,1.7700924043762811
5178,1.6882767511376642
5179,1.7242032827986258
5180,1.7157424324439037
5181,1.7329055814751808
5182,1.6528922186591004
5183,1.7483629208822875
5184,1.7387473553131894
5185,1.7444684049902817
5186,1.741366431829903
5187,1.77319437753666
5188,1.7435551380977385
5189,1.7356453821528106
5190,1.6152907617355563
5191,1.653625442898019
5192,1.7335774000458914
5193,1.7702131285371976
5194,1.6992511019833372
5195,1.6506925459423445
5196,1.739781346366649
5197,1.7625448209141021
5198,1.6322411778718073
5199,1.7263919890664614
5200,1.661009440471879
5201,1.64956683199163
5202,1.647367159274874
5203,1.661367426727226
5204,1.7560312285053827
5205,1.747328929828828
5206,1.6322584296000318
5207,1.7557897801835503
5208,1.6344581023167877
5209,1.6705931107624945
5210,1.7464156629362846
5211,1.7682658705911947
5212,1.6565928433101424
5213,1.6340828643332161
5214,1.6470091730195269
5215,1.6458834590688123
5216,1.633724878077869
5217,1.7617522781824753
5218,1.6285578049489897
5219,1.661009440471879
5220,1.6691266622846572
5221,1.6484756214973642
5222,1.6307574776657456
5223,1.758891753343929
5224,1.7511027215599175
5225,1.6617426647107976
5226,1.7377133642597298
5227,1.6547511568487336
5228,1.6462586970523838
5229,1.6141995512412906
5230,1.7570652195588425
5231,1.6632263649168593
5232,1.7386266311522731
5233,1.643666534623832
5234,1.7633373636457292
5235,1.7301657807975508
5236,1.6189913863865983
5237,1.6639423374275535
5238,1.7316301420998885
5239,1.6599009782493888
5240,1.7636995361284782
5241,1.6370502647453395
5242,1.7682658705911947
5243,1.6521589944201818
5244,1.7339395725286404
5245,1.7590124775048455
5246,1.74215897456153
5247,1.6650507996500437
5248,1.6234079835483346
5249,1.6469919212913025
5250,1.709900658605895
5251,1.7366793732062702
5252,1.6425753241295662
5253,1.6735432594463935
5254,1.67795985660813
5255,1.750068730506458
5256,1.656217605326571
5257,1.6691094105564328
5258,1.7470874815069954
5259,1.6606342024883074
5260,1.6281998186936426
5261,1.6694846485400043
5262,1.741366431829903
5263,1.7106932013375218
5264,1.7377133642597298
5265,1.6705931107624945
5266,1.6440417726074035
5267,1.7605975629680992
5268,1.7512234457208338
5269,1.7443476808293654
5270,1.6694846485400043
5271,1.7282185228515479
5272,1.6400004134292385
5273,1.748483645043204
5274,1.7366793732062702
5275,1.6488508594809357
5276,1.7248751013693364
5277,1.7501894546673742
5278,1.7721603864832003
5279,1.7385059069913569
5280,1.650317307958773
5281,1.7578577622904694
5282,1.7273052559590045
5283,1.7587710291830128
5284,1.6617426647107976
5285,1.6521417426919573
5286,1.7666807851279407
5287,1.6713263350014131
5288,1.6654260376336152
5289,1.6668924861114525
5290,1.653625442898019
5291,1.7567030470760936
5292,1.675367694179578
5293,1.7713678437515734
5294,1.7491554636139146
5295,1.7279770745297154
5296,1.7605975629680992
5297,1.637425502728911
5298,1.7392984497229838
5299,1.7643713546991888
5300,1.7559105043444665
5301,1.733818848367724
5302,1.7252372738520854
5303,1.6558423673429994
5304,1.6392671891903199
5305,1.7470874815069954
5306,1.6396251754456672
5307,1.7319923145826375
5308,1.6502828045023241
5309,1.6370330130171151
5310,1.7559105043444665
5311,1.623765969803682
5312,1.670217872778923
5313,1.6447922485745465
5314,1.7480007483995386
5315,1.6466339350359553
5316,1.6341001160614406
5317,1.673918497429965
5318,1.7512234457208338
5319,1.7549972374519232
5320,1.7598050202364723
5321,1.664317575411125
5322,1.7394191738839
5323,1.7242032827986258
5324,1.7557897801835503
5325,1.757616313968637
5326,1.656217605326571
5327,1.636675026761768
5328,1.7396606222057327
5329,1.7356453821528106
5330,1.6997193596179132
5331,1.6576840538044082
5332,1.665068051378268
5333,1.6396251754456672
5334,1.7538425222375473
5335,1.7973540156203218
5336,1.626716118487581
5337,1.7327848573142643
5338,1.7301657807975508
5339,1.7252372738520854
5340,1.7547557891300907
5341,1.7049721516604295
5342,1.740573889098276
5343,1.739781346366649
5344,1.6289157912043368
5345,1.6517837564366102
5346,1.6654260376336152
5347,1.6459007107970367
5348,1.7336981242068077
5349,1.6554843810876523
5350,1.6676429620785955
5351,1.6296835188997043
5352,1.6709510970178416
5353,1.7760549023752061
5354,1.7396606222057327
5355,1.7387473553131894
5356,1.7568237712370098
5357,1.6436837863520561
5358,1.6422000861459947
5359,1.6263581322322338
5360,1.6355665645392778
5361,1.7730736533757436
5362,1.7741076444292032
5363,1.7336981242068077
5364,1.731871590421721
5365,1.741366431829903
5366,1.6613846784554505
5367,1.7522574367742934
5368,1.616023985974475
5369,1.755669056022634
5370,1.7521367126133771
5371,1.7538425222375473
5372,1.7173275179071574
5373,1.7646128030210215
5374,1.7424004228833625
5375,1.665068051378268
5376,1.678710332575273
5377,1.759684296075556
5378,1.664317575411125
5379,1.7752623596435793
5380,1.7443476808293654
5381,1.7251165496911691
5382,1.6252496700097436
5383,1.7431929656149896
5384,1.7480007483995386
5385,1.7055232460702239
5386,1.632974402110726
5387,1.7186029572824497
5388,1.6462586970523838
5389,1.7483629208822875
5390,1.6149155237519848
5391,1.6628511269332877
5392,1.735886830474643
5393,1.7317508662608048
5394,1.7722811106441168
5395,1.6293082809161328
5396,1.6373909992724622
5397,1.7232900159060824
5398,1.7501894546673742
5399,1.637425502728911
5400,1.7719189381613678
5401,1.6189568829301495
5402,1.7366793732062702
5403,1.6562003535983467
5404,1.6587925160268986
5405,1.6551091431040807
5406,1.6318831916164602
5407,1.7559105043444665
5408,1.740573889098276
5409,1.7692998616446542
5410,1.760476838807183
5411,1.656575591581918
5412,1.645167486558118
5413,1.7356453821528106
5414,1.723410740066999
5415,1.6764761564020683
5416,1.7521367126133771
5417,1.6352085782839307
5418,1.643666534623832
5419,1.7491554636139146
5420,1.6775846186245584
5421,1.765646794074481
5422,1.7223767490135393
5423,1.7617522781824753
5424,1.7395398980448165
5425,1.7165349751755306
5426,1.7546350649691744
5427,1.655467129359428
5428,1.7382644586695242
5429,1.750981997399001
5430,1.6289330429325612
5431,1.7690584133228215
5432,1.7474496539897442
5433,1.6469919212913025
5434,1.673918497429965
5435,1.778002160321209
5436,1.7568237712370098
5437,1.6510505321976916
5438,1.6492088457362828
5439,1.6480831317855682
5440,1.6388919512067484
5441,1.6635843511722064
5442,1.6440417726074035
5443,1.6646928133946965
5444,1.6433085483684848
5445,1.7269430834762558
5446,1.7607182871290157
5447,1.7655260699135646
5448,1.7287696172613423
5449,1.6680009483339426
5450,1.746174214614452
5451,1.641466861907076
5452,1.7482421967213713
5453,1.748121472560455
5454,1.636675026761768
5455,1.7375926400988135
5456,1.6669097378396769
5457,1.6691094105564328
5458,1.6340828643332161
5459,1.7298036083148018
5460,1.6521417426919573
5461,1.7503101788282904
5462,1.7518952642915444
5463,1.656217605326571
5464,1.744106232507533
5465,1.7482421967213713
5466,1.6495840837198543
5467,1.7222560248526229
5468,1.7654053457526484
5469,1.6705931107624945
5470,1.6521589944201818
5471,1.7882895444610178
5472,1.633366891822522
5473,1.6256076562650907
5474,1.664317575411125
5475,1.6381414752396053
5476,1.7682658705911947
5477,1.6484756214973642
5478,1.6208158211197827
5479,1.767231879537735
5480,1.661367426727226
5481,1.7594428477537234
5482,1.7490347394529984
5483,1.6691266622846572
5484,1.6385167132231768
5485,1.7253579980130018
5486,1.7377133642597298
5487,1.6344581023167877
5488,1.6971831198764178
5489,1.7464156629362846
5490,1.772039662322284
5491,1.7491554636139146
5492,1.7511027215599175
5493,1.6351913265557063
5494,1.6529094703873248
5495,1.7452609477219088
5496,1.723410740066999
5497,1.6576840538044082
5498,1.7501894546673742
5499,1.7460534904535359
5500,1.7692998616446542
5501,1.6396251754456672
5502,1.6392499374620957
5503,1.727063807637172
5504,1.7436758622586548
5505,1.630024253426827
5506,1.7598050202364723
5507,1.6628511269332877
5508,1.7577370381295532
5509,1.7472082056679117
5510,1.7730736533757436
5511,1.6075487779063493
5512,1.6521589944201818
5513,1.6521589944201818
5514,1.6377834889842582
5515,1.6558423673429994
5516,1.6528922186591004
5517,1.7147084413904439
5518,1.730596151046429
5519,1.6396251754456672
5520,1.646616683307731
5521,1.742521147044279
5522,1.723410740066999
5523,1.727063807637172
5524,1.6477423972584455
5525,1.6713263350014131
5526,1.654358667136938
5527,1.7605975629680992
5528,1.786704458997764
5529,1.7568237712370098
5530,1.650317307958773
5531,1.7511027215599175
5532,1.7483629208822875
5533,1.7184822331215335
5534,1.6658012756171867
5535,1.7261505407446287
5536,1.6175076861805366
5537,1.6256076562650907
5538,1.6580592917879797
5539,1.7261505407446287
5540,1.7184822331215335
5541,1.656217605326571
5542,1.6514085184530387
5543,1.6392499374620957
5544,1.658417278043327
5545,1.7618730023433915
5546,1.7474496539897442
5547,1.665068051378268
5548,1.7251165496911691
5549,1.6296490154432555
5550,1.7406946132591923
5551,1.6617426647107976
5552,1.739781346366649
5553,1.7654053457526484
5554,1.7682658705911947
5555,1.7462949387753683
5556,1.6661592618725338
5557,1.6499420699752014
5558,1.6175076861805366
5559,1.77045457685903
5560,1.7483629208822875
5561,1.62228226959762
5562,1.7625448209141021
5563,1.75408397055938
5564,1.6580592917879797
5565,1.7348528394211835
5566,1.6606342024883074
5567,1.7521367126133771
5568,1.6270913564711524
5569,1.7638202602893944
5570,1.6469919212913025
5571,1.6584345297715513
5572,1.6381587269678297
5573,1.7586503050220965
5574,1.7617522781824753
5575,1.6470091730195269
5576,1.6591505022822457
5577,1.7694205858055705
5578,1.6466339350359553
5579,1.6484756214973642
5580,1.7728322050539111
5581,1.757616313968637
5582,1.650317307958773
5583,1.730596151046429
5584,1.6499593217034259
5585,1.7501894546673742
5586,1.65067529421412
5587,1.7772096175895822
5588,1.7373511917769808
5589,1.665068051378268
5590,1.6422000861459947
5591,1.664317575411125
5592,1.743434413936822
5593,1.7503101788282904
5594,1.7518952642915444
5595,1.7251165496911691
5596,1.7605975629680992
5597,1.678710332575273
5598,1.7414871559908194
5599,1.7349735635821
5600,1.6993441216343417
5601,1.6528922186591004
5602,1.6377834889842582
5603,1.7728322050539111
5604,1.7164142510146143
5605,1.7451402235609925
5606,1.6477423972584455
5607,1.7587710291830128
5608,1.7595635719146399
5609,1.633724878077869
5610,1.7521367126133771
5611,1.6466339350359553
5612,1.6599009782493888
5613,1.7483629208822875
5614,1.633366891822522
5615,1.7212220337991633
5616,1.7355246579918944
5617,1.7733151016975763
5618,1.7646128030210215
5619,1.733456675884975
5620,1.7470874815069954
5621,1.6775846186245584
5622,1.622674759309416
5623,1.632974402110726
5624,1.650317307958773
5625,1.6418420998906473
5626,1.653267456642672
5627,1.7451402235609925
5628,1.745381671882825
5629,1.7442269566684492
5630,1.735886830474643
5631,1.787497001729391
5632,1.7654053457526484
5633,1.745381671882825
5634,1.7577370381295532
5635,1.7699716802153649
5636,1.6602589645047359
5637,1.7798286941062957
5638,1.6252496700097436
5639,1.7626655450750186
5640,1.7762963506970388
5641,1.6466339350359553
5642,1.6491915940080584
5643,1.6635843511722064
5644,1.6536426946262435
5645,1.6746344699406595
5646,1.7702131285371976
5647,1.7836024858373851
5648,1.6554843810876523
5649,1.65067529421412
5650,1.7501894546673742
5651,1.6208330728480072
5652,1.6731852731910464
5653,1.7578577622904694
5654,1.7377133642597298
5655,1.6650507996500437
5656,1.7386266311522731
5657,1.6259828942486623
5658,1.6521589944201818
5659,1.6812852432756005
5660,1.6668924861114525
5661,1.647725145530221
5662,1.680910005292029
5663,1.7403324407764433
5664,1.6635843511722064
5665,1.656217605326571
5666,1.651067783925916
5667,1.664317575411125
5668,1.7613901056997263
5669,1.725909092422796
5670,1.747328929828828
5671,1.6377662372560338
5672,1.6632263649168593
5673,1.6285578049489897
5674,1.6554843810876523
5675,1.658417278043327
5676,1.656217605326571
5677,1.7520159884524606
5678,1.7355246579918944
5679,1.6820012157862947
5680,1.7769681692677495
5681,1.7193955000140768
5682,1.6528922186591004
5683,1.7929766030846508
5684,1.6326336675836033
5685,1.7521367126133771
5686,1.7646128030210215
5687,1.6451502348298936
5688,1.6713263350014131
5689,1.7551179616128396
5690,1.7455023960437415
5691,1.6510505321976916
5692,1.6794263050859672
5693,1.721101309638247
5694,1.7335774000458914
5695,1.7643713546991888
5696,1.758891753343929
5697,1.7579784864513857
5698,1.7339395725286404
5699,1.662117902694369
5700,1.6658012756171867
5701,1.6481003835137926
5702,1.6418420998906473
5703,1.726271264905545
5704,1.6141995512412906
5705,1.742521147044279
5706,1.6333496400942975
5707,1.6433085483684848
5708,1.6518010081648347
5709,1.7431929656149896
5710,1.742521147044279
5711,1.77319437753666
5712,1.747328929828828
5713,1.7615108298606426
5714,1.729011065583175
5715,1.6237832215319061
5716,1.7741076444292032
5717,1.65067529421412
5718,1.7231692917451662
5719,1.7482421967213713
5720,1.7470874815069954
5721,1.7710056712688245
5722,1.6455082210852408
5723,1.647367159274874
5724,1.6340828643332161
5725,1.657326067549061
5726,1.6694846485400043
5727,1.759684296075556
5728,1.7464156629362846
5729,1.7492761877748308
5730,1.7816552278913822
5731,1.741366431829903
5732,1.75852958086118
5733,1.7555483318617175
5734,1.755669056022634
5735,1.6521589944201818
5736,1.7165349751755306
5737,1.6635843511722064
5738,1.7605975629680992
5739,1.645167486558118
5740,1.7213427579600797
5741,1.6459007107970367
5742,1.6178829241641082
5743,1.7204294910675364
5744,1.7431929656149896
5745,1.767231879537735
5746,1.7741076444292032
5747,1.7422796987224463
5748,1.6569508295654896
5749,1.754876513291007
5750,1.7586503050220965
5751,1.6185988966748024
5752,1.654375918865162
5753,1.6845933782148466
5754,1.6709510970178416
5755,1.7972332914594054
5756,1.6315252053611131
5757,1.7422796987224463
5758,1.7790361513746686
5759,1.779949418267212
5760,1.6455254728134652
5761,1.6403583996845859
5762,1.7470874815069954
5763,1.6477423972584455
5764,1.6613846784554505
5765,1.683467664264132
5766,1.75852958086118
5767,1.7579784864513857
5768,1.6646928133946965
5769,1.641466861907076
5770,1.6576840538044082
5771,1.7300450566366345
5772,1.6090152263841868
5773,1.6374082510006867
5774,1.758891753343929
5775,1.6694846485400043
5776,1.6440590243356277
5777,1.7442269566684492
5778,1.6838429022477035
5779,1.743434413936822
5780,1.7204294910675364
5781,1.7343699427775183
5782,1.6540006808815906
5783,1.7857911921052207
5784,1.627466594454724
5785,1.6470091730195269
5786,1.7587710291830128
5787,1.7549972374519232
5788,1.759684296075556
5789,1.6451502348298936
5790,1.761631554021559
5791,1.7605975629680992
5792,1.7568237712370098
5793,1.7607182871290157
5794,1.6613846784554505
5795,1.6480831317855682
5796,1.750068730506458
5797,1.7221353006917066
5798,1.7327848573142643
5799,1.721101309638247
5800,1.7269430834762558
5801,1.6281998186936426
5802,1.663959589155778
5803,1.7551179616128396
5804,1.6613846784554505
5805,1.6658012756171867
5806,1.645167486558118
5807,1.7480007483995386
5808,1.6296835188997043
5809,1.7492761877748308
5810,1.6643348271393494
5811,1.743434413936822
5812,1.6093904643677583
5813,1.6462586970523838
5814,1.7542046947202963
5815,1.7374719159378973
5816,1.7348528394211835
5817,1.7702131285371976
5818,1.7511027215599175
5819,1.6853438541819896
5820,1.6786758291188242
5821,1.7414871559908194
5822,1.7451402235609925
5823,1.7625448209141021
5824,1.733818848367724
5825,1.6694846485400043
5826,1.7422796987224463
5827,1.6396251754456672
5828,1.6617254129825731
5829,1.733818848367724
5830,1.7282185228515479
5831,1.6753849459078025
5832,1.7455023960437415
5833,1.6200998486090885
5834,1.6528922186591004
5835,1.7375926400988135
5836,1.7862215623540987
5837,1.740573889098276
5838,1.7528085311840877
5839,1.7685073189130271
5840,1.6300415051550514
5841,1.7408153374201085
5842,1.7625448209141021
5843,1.7291317897440912
5844,1.6499593217034259
5845,1.6565928433101424
5846,1.6484756214973642
5847,1.7443476808293654
5848,1.6602589645047359
5849,1.769541309966487
5850,1.7636995361284782
5851,1.6713090832731887
5852,1.6595257402658172
5853,1.7374719159378973
5854,1.7768474451068332
5855,1.7221353006917066
5856,1.6377662372560338
5857,1.636282537049972
5858,1.6521417426919573
5859,1.675009707924231
5860,1.6650507996500437
5861,1.7424004228833625
5862,1.6540006808815906
5863,1.7501894546673742
5864,1.6521589944201818
5865,1.6311499673775416
5866,1.687168288915174
5867,1.6812852432756005
5868,1.6510505321976916
5869,1.7618730023433915
5870,1.6285578049489897
5871,1.7559105043444665
5872,1.6609921887436545
5873,1.6484583697691397
5874,1.756944495397926
5875,1.7655260699135646
5876,1.6455254728134652
5877,1.6912268998215634
5878,1.6514257701812631
5879,1.6477423972584455
5880,1.7252372738520854
5881,1.6639423374275535
5882,1.6551091431040807
5883,1.661009440471879
5884,1.6491915940080584
5885,1.745381671882825
5886,1.6241412077872535
5887,1.6400004134292385
5888,1.7501894546673742
5889,1.641466861907076
5890,1.643666534623832
5891,1.6835021677205808
5892,1.6399831617010143
5893,1.7279770745297154
5894,1.6624758889497162
5895,1.6267333702158053
5896,1.656575591581918
5897,1.6355665645392778
5898,1.6606342024883074
5899,1.6558423673429994
5900,1.764492078860105
5901,1.633366891822522
5902,1.6477423972584455
5903,1.637425502728911
5904,1.6517837564366102
5905,1.8067281328675873
5906,1.6510505321976916
5907,1.626716118487581
5908,1.7607182871290157
5909,1.7470874815069954
5910,1.663959589155778
5911,1.7508612732380848
5912,1.7299243324757183
5913,1.745381671882825
5914,1.7579784864513857
5915,1.6742764836853123
5916,1.6713263350014131
5917,1.662117902694369
5918,1.7347321152602673
5919,1.6665344998561054
5920,1.6396251754456672
5921,1.727063807637172
5922,1.7251165496911691
5923,1.6565928433101424
5924,1.6466339350359553
5925,1.7661978884842755
5926,1.6584345297715513
5927,1.7654053457526484
5928,1.6562003535983467
5929,1.7422796987224463
5930,1.6422000861459947
5931,1.7482421967213713
5932,1.7568237712370098
5933,1.7366793732062702
5934,1.6694846485400043
5935,1.658417278043327
5936,1.6466339350359553
5937,1.7617522781824753
5938,1.633366891822522
5939,1.7308375993682614
5940,1.6348333403003592
5941,1.66946739681178
5942,1.6499420699752014
5943,1.623765969803682
5944,1.6315252053611131
5945,1.7741076444292032
5946,1.7472082056679117
5947,1.7503101788282904
5948,1.746966757346079
5949,1.7443476808293654
5950,1.7452609477219088
5951,1.6658012756171867
5952,1.6668924861114525
5953,1.7232900159060824
5954,1.7220145765307904
5955,1.7375926400988135
5956,1.6938018105218908
5957,1.6628511269332877
5958,1.627824580710071
5959,1.745381671882825
5960,1.654375918865162
5961,1.6481003835137926
5962,1.735886830474643
5963,1.6459007107970367
5964,1.6639768408840023
5965,1.7387473553131894
5966,1.6399831617010143
5967,1.6691266622846572
5968,1.6599009782493888
5969,1.650317307958773
5970,1.7452609477219088
5971,1.7106932013375218
5972,1.6400004134292385
5973,1.7462949387753683
5974,1.7374719159378973
5975,1.6665344998561054
5976,1.7492761877748308
5977,1.6241412077872535
5978,1.7570652195588425
5979,1.6259828942486623
5980,1.727856350368799
5981,1.6127158510352289
5982,1.6267333702158053
5983,1.6602589645047359
5984,1.6602762162329603
5985,1.7557897801835503
5986,1.6374082510006867
5987,1.7750209113217466
5988,1.755669056022634
5989,1.7682658705911947
5990,1.7422796987224463
5991,1.6326164158553789
5992,1.7551179616128396
5993,1.6845933782148466
5994,1.761631554021559
5995,1.7567030470760936
5996,1.7301657807975508
5997,1.6853266024537652
5998,1.6602589645047359
5999,1.6469919212913025
